VIEW,VIDEO_ID,SIGNER_ID,FPS,RESOLUTION,GLOSS,NUM_FRAMES,LENGTH_SECONDS
front,000276,001,25.0,1080,Sữa,61,2.44
front,000277,001,25.0,1080,Sữa,61,2.44
front,000278,001,25.0,1080,Sữa,61,2.44
front,000279,001,25.0,1080,Dụng cụ học tập,76,3.04
front,000280,001,25.0,1080,Dụng cụ học tập,70,2.8
front,000281,001,25.0,1080,Sách,60,2.4
front,000282,001,25.0,1080,Sách,78,3.12
front,000283,001,25.0,1080,Sách,55,2.2
front,000284,001,25.0,1080,Viên phấn,66,2.64
front,000285,001,25.0,1080,Viên phấn,61,2.44
front,000286,001,25.0,1080,Bàn phím,76,3.04
front,000287,001,25.0,1080,Bàn phím,66,2.64
front,000288,001,25.0,1080,Bút bi,59,2.36
front,000289,001,25.0,1080,Bút bi,55,2.2
front,000290,001,25.0,1080,Cục tẩy,66,2.64
front,000291,001,25.0,1080,Cục tẩy,60,2.4
front,000292,001,25.0,1080,Bảng,51,2.04
front,000293,001,25.0,1080,Bảng,64,2.56
front,000294,001,25.0,1080,Laptop,66,2.64
front,000295,001,25.0,1080,Laptop,60,2.4
front,000296,001,25.0,1080,Bút chì,61,2.44
front,000297,001,25.0,1080,Bút chì,57,2.28
front,000298,001,25.0,1080,Thước kẻ,63,2.52
front,000299,001,25.0,1080,Thước kẻ,57,2.28
front,000300,001,25.0,1080,Ba lô,63,2.52
front,000301,001,25.0,1080,Ba lô,60,2.4
front,000302,001,25.0,1080,Vở,67,2.68
front,000303,001,25.0,1080,Vở,67,2.68
front,000304,001,25.0,1080,Vở,61,2.44
front,000305,001,25.0,1080,Điện thoại,59,2.36
front,000306,001,25.0,1080,Điện thoại,53,2.12
front,000307,001,25.0,1080,Giấy nháp,77,3.08
front,000308,001,25.0,1080,Giấy nháp,76,3.04
front,000309,001,25.0,1080,Máy tính cầm tay,61,2.44
front,000310,001,25.0,1080,Máy tính cầm tay,60,2.4
front,000311,001,25.0,1080,Cái kéo,63,2.52
front,000312,001,25.0,1080,Cái kéo,60,2.4
front,000313,001,25.0,1080,Kính lúp,81,3.24
front,000314,001,25.0,1080,Kính lúp,71,2.84
front,000315,001,25.0,1080,Quả địa cầu,60,2.4
front,000316,001,25.0,1080,Quả địa cầu,61,2.44
front,000317,001,25.0,1080,Quả địa cầu,57,2.28
front,000318,001,25.0,1080,Cái áo,65,2.6
front,000319,001,25.0,1080,Cái áo,62,2.48
front,000320,001,25.0,1080,Cái quần,57,2.28
front,000321,001,25.0,1080,Cái quần,57,2.28
front,000322,001,25.0,1080,Giày,63,2.52
front,000323,001,25.0,1080,Giày,60,2.4
front,000324,001,25.0,1080,Đồng hồ đeo tay,61,2.44
front,000325,001,25.0,1080,Đồng hồ đeo tay,58,2.32
front,000326,001,25.0,1080,Áo thun,77,3.08
front,000327,001,25.0,1080,Áo thun,91,3.64
front,000328,001,25.0,1080,Quần thun,62,2.48
front,000329,001,25.0,1080,Quần thun,58,2.32
front,000330,001,25.0,1080,Dép,67,2.68
front,000331,001,25.0,1080,Dép,61,2.44
front,000332,001,25.0,1080,Túi xách,64,2.56
front,000333,001,25.0,1080,Túi xách,67,2.68
front,000334,001,25.0,1080,Áo sơ mi,77,3.08
front,000335,001,25.0,1080,Áo sơ mi,73,2.92
front,000336,001,25.0,1080,Quần tây,61,2.44
front,000337,001,25.0,1080,Quần tây,75,3.0
front,000338,001,25.0,1080,Áo đầm,52,2.08
front,000339,001,25.0,1080,Áo đầm,75,3.0
front,000340,001,25.0,1080,Dây chuyền,64,2.56
front,000341,001,25.0,1080,Dây chuyền,69,2.76
front,000342,001,25.0,1080,Dây chuyền,64,2.56
front,000343,001,25.0,1080,Mũ,65,2.6
front,000344,001,25.0,1080,Mũ,65,2.6
front,000345,001,25.0,1080,Mũ bảo hiểm,76,3.04
front,000346,001,25.0,1080,Mũ bảo hiểm,87,3.48
front,000347,001,25.0,1080,Kẹp tóc,57,2.28
front,000348,001,25.0,1080,Kẹp tóc,70,2.8
front,000349,001,25.0,1080,Đồ buộc tóc,62,2.48
front,000350,001,25.0,1080,Đồ buộc tóc,62,2.48
front,000351,001,25.0,1080,Vòng tay,60,2.4
front,000352,001,25.0,1080,Vòng tay,63,2.52
front,000353,001,25.0,1080,Khăn quàng cổ,80,3.2
front,000354,001,25.0,1080,Khăn quàng cổ,75,3.0
front,000355,001,25.0,1080,Nghề nghiệp,64,2.56
front,000356,001,25.0,1080,Nghề nghiệp,57,2.28
front,000357,001,25.0,1080,Nghề nghiệp,60,2.4
front,000358,001,25.0,1080,Nghề nghiệp,58,2.32
front,000359,001,25.0,1080,Nhân viên văn phòng,71,2.84
front,000360,001,25.0,1080,Nhân viên văn phòng,70,2.8
front,000361,001,25.0,1080,Nhân viên phục vụ,76,3.04
front,000362,001,25.0,1080,Nhân viên phục vụ,77,3.08
front,000363,001,25.0,1080,Y tá,63,2.52
front,000364,001,25.0,1080,Y tá,60,2.4
front,000365,001,25.0,1080,Bác sĩ,55,2.2
front,000366,001,25.0,1080,Bác sĩ,52,2.08
front,000367,001,25.0,1080,Bảo vệ,50,2.0
front,000368,001,25.0,1080,Bảo vệ,60,2.4
front,000369,001,25.0,1080,Hiệu trưởng,55,2.2
front,000370,001,25.0,1080,Hiệu trưởng,70,2.8
front,000371,001,25.0,1080,Lễ tân,58,2.32
front,000372,001,25.0,1080,Lễ tân,60,2.4
front,000373,001,25.0,1080,Đầu bếp,61,2.44
front,000374,001,25.0,1080,Đầu bếp,55,2.2
front,000375,001,25.0,1080,Ca sĩ,58,2.32
front,000376,001,25.0,1080,Ca sĩ,59,2.36
front,000377,001,25.0,1080,Học sinh,61,2.44
front,000378,001,25.0,1080,Học sinh,65,2.6
front,000379,001,25.0,1080,Sinh viên,57,2.28
front,000380,001,25.0,1080,Sinh viên,60,2.4
front,000381,001,25.0,1080,Giám đốc,55,2.2
front,000382,001,25.0,1080,Giám đốc,56,2.24
front,000383,001,25.0,1080,Kế toán,60,2.4
front,000384,001,25.0,1080,Kế toán,58,2.32
front,000385,001,25.0,1080,Chủ tịch,59,2.36
front,000386,001,25.0,1080,Chủ tịch,57,2.28
front,000387,001,25.0,1080,Diễn viên,60,2.4
front,000388,001,25.0,1080,Diễn viên,69,2.76
front,000389,001,25.0,1080,Diễn viên,65,2.6
front,000390,001,25.0,1080,Nông dân,66,2.64
front,000391,001,25.0,1080,Nông dân,65,2.6
front,000392,001,25.0,1080,Nông dân,61,2.44
front,000393,001,25.0,1080,Luật sư,60,2.4
front,000394,001,25.0,1080,Luật sư,65,2.6
front,000395,001,25.0,1080,Thư ký,67,2.68
front,000396,001,25.0,1080,Thư ký,61,2.44
front,000397,001,25.0,1080,Máy bay,63,2.52
front,000398,001,25.0,1080,Máy bay,60,2.4
front,000399,001,25.0,1080,Máy bay,64,2.56
front,000400,001,25.0,1080,Trực thăng,57,2.28
front,000401,001,25.0,1080,Trực thăng,63,2.52
front,000402,001,25.0,1080,Ô tô,57,2.28
front,000403,001,25.0,1080,Ô tô,60,2.4
front,000404,001,25.0,1080,Thuyền,60,2.4
front,000405,001,25.0,1080,Thuyền,65,2.6
front,000406,001,25.0,1080,Xe tải,55,2.2
front,000407,001,25.0,1080,Xe tải,66,2.64
front,000408,001,25.0,1080,Xe buýt,59,2.36
front,000409,001,25.0,1080,Xe buýt,58,2.32
front,000410,001,25.0,1080,Xe đạp,73,2.92
front,000411,001,25.0,1080,Xe đạp,64,2.56
front,000412,001,25.0,1080,Taxi,55,2.2
front,000413,001,25.0,1080,Taxi,60,2.4
front,000414,001,25.0,1080,Xe máy,55,2.2
front,000415,001,25.0,1080,Xe máy,55,2.2
front,000416,001,25.0,1080,Tàu hỏa,67,2.68
front,000417,001,25.0,1080,Tàu hỏa,69,2.76
front,000418,001,25.0,1080,Nghe,62,2.48
front,000419,001,25.0,1080,Nghe,61,2.44
front,000420,001,25.0,1080,Yêu thương,67,2.68
front,000421,001,25.0,1080,Yêu thương,60,2.4
front,000422,001,25.0,1080,Viết,55,2.2
front,000423,001,25.0,1080,Viết,59,2.36
front,000424,001,25.0,1080,Khám bệnh,60,2.4
front,000425,001,25.0,1080,Khám bệnh,72,2.88
front,000426,001,25.0,1080,Khoe khoang,62,2.48
front,000427,001,25.0,1080,Khoe khoang,68,2.72
front,000428,001,25.0,1080,Ngủ,63,2.52
front,000429,001,25.0,1080,Ngủ,56,2.24
front,000430,001,25.0,1080,Giới thiệu,61,2.44
front,000431,001,25.0,1080,Giới thiệu,61,2.44
front,000432,001,25.0,1080,Hy vọng,58,2.32
front,000433,001,25.0,1080,Hy vọng,51,2.04
front,000434,001,25.0,1080,Muốn,57,2.28
front,000435,001,25.0,1080,Muốn,54,2.16
front,000436,001,25.0,1080,Muốn,54,2.16
front,000437,001,25.0,1080,Quen,62,2.48
front,000438,001,25.0,1080,Quen,56,2.24
front,000439,001,25.0,1080,Nói,60,2.4
front,000440,001,25.0,1080,Nói,47,1.88
front,000441,001,25.0,1080,Nói,60,2.4
front,000442,001,25.0,1080,Ghét,63,2.52
front,000443,001,25.0,1080,Ghét,51,2.04
front,000444,001,25.0,1080,Rửa tay,60,2.4
front,000445,001,25.0,1080,Rửa tay,61,2.44
front,000446,001,25.0,1080,Rửa tay,75,3.0
front,000447,001,25.0,1080,Xin,60,2.4
front,000448,001,25.0,1080,Xin,67,2.68
front,000449,001,25.0,1080,Xin,52,2.08
front,000450,001,25.0,1080,Thức dậy,55,2.2
front,000451,001,25.0,1080,Thức dậy,56,2.24
front,000452,001,25.0,1080,Dừng lại,49,1.96
front,000453,001,25.0,1080,Dừng lại,51,2.04
front,000454,001,25.0,1080,Dừng lại,55,2.2
front,000455,001,25.0,1080,Giặt đồ,58,2.32
front,000456,001,25.0,1080,Giặt đồ,57,2.28
front,000457,001,25.0,1080,Làm việc,55,2.2
front,000458,001,25.0,1080,Làm việc,55,2.2
front,000459,001,25.0,1080,Nên,57,2.28
front,000460,001,25.0,1080,Nên,56,2.24
front,000461,001,25.0,1080,Ngửi,56,2.24
front,000462,001,25.0,1080,Ngửi,48,1.92
front,000463,001,25.0,1080,Xin lỗi,59,2.36
front,000464,001,25.0,1080,Xin lỗi,55,2.2
front,000465,001,25.0,1080,Xin lỗi,63,2.52
front,000466,001,25.0,1080,Đồng ý,60,2.4
front,000467,001,25.0,1080,Đồng ý,56,2.24
front,000468,001,25.0,1080,Rửa mặt,69,2.76
front,000469,001,25.0,1080,Rửa mặt,66,2.64
front,000470,001,25.0,1080,Gọi,60,2.4
front,000471,001,25.0,1080,Gọi,61,2.44
front,000472,001,25.0,1080,Chú ý,60,2.4
front,000473,001,25.0,1080,Chú ý,64,2.56
front,000474,001,25.0,1080,Tiếp tục,59,2.36
front,000475,001,25.0,1080,Tiếp tục,58,2.32
front,000476,001,25.0,1080,Rửa chén,63,2.52
front,000477,001,25.0,1080,Rửa chén,61,2.44
front,000478,001,25.0,1080,Cảm thấy,63,2.52
front,000479,001,25.0,1080,Cảm thấy,60,2.4
front,000480,001,25.0,1080,Cần,62,2.48
front,000481,001,25.0,1080,Cần,61,2.44
front,000482,001,25.0,1080,Nếm,54,2.16
front,000483,001,25.0,1080,Nếm,65,2.6
front,000484,001,25.0,1080,Cảm ơn,59,2.36
front,000485,001,25.0,1080,Cảm ơn,59,2.36
front,000486,001,25.0,1080,Từ chối,64,2.56
front,000487,001,25.0,1080,Từ chối,63,2.52
front,000488,001,25.0,1080,Tắm rửa,58,2.32
front,000489,001,25.0,1080,Tắm rửa,57,2.28
front,000490,001,25.0,1080,Làm bài tập,55,2.2
front,000491,001,25.0,1080,Làm bài tập,60,2.4
front,000492,001,25.0,1080,Hứa,58,2.32
front,000493,001,25.0,1080,Hứa,60,2.4
front,000494,001,25.0,1080,Thử,60,2.4
front,000495,001,25.0,1080,Thử,62,2.48
front,000496,001,25.0,1080,Phơi đồ,60,2.4
front,000497,001,25.0,1080,Phơi đồ,60,2.4
front,000498,001,25.0,1080,Chụp hình,60,2.4
front,000499,001,25.0,1080,Chụp hình,57,2.28
front,000500,001,25.0,1080,Cho,59,2.36
front,000501,001,25.0,1080,Cho,53,2.12
front,000502,001,25.0,1080,Thích,65,2.6
front,000503,001,25.0,1080,Thích,60,2.4
front,000504,001,25.0,1080,Đọc,64,2.56
front,000505,001,25.0,1080,Đọc,62,2.48
front,000506,001,25.0,1080,Giúp đỡ,67,2.68
front,000507,001,25.0,1080,Giúp đỡ,65,2.6
front,000508,001,25.0,1080,Gội đầu,68,2.72
front,000509,001,25.0,1080,Gội đầu,66,2.64
front,000510,001,25.0,1080,Thay đổi,59,2.36
front,000511,001,25.0,1080,Thay đổi,60,2.4
front,000512,001,25.0,1080,Nói chuyện,65,2.6
front,000513,001,25.0,1080,Nói chuyện,59,2.36
front,000514,001,25.0,1080,Tìm,66,2.64
